image_id,healthy,multiple_diseases,rust,scab
Test_1225,0.0,0.05,0.95,0.0
Test_1226,0.0,0.26,0.73,0.0
Test_1227,0.74,0.04,0.14,0.07
Test_1228,0.78,0.02,0.19,0.02
Test_1229,0.37,0.04,0.03,0.56
Test_1230,0.15,0.32,0.43,0.11
Test_1231,0.77,0.04,0.09,0.11
Test_1232,0.47,0.1,0.06,0.37
Test_1233,0.0,0.04,0.96,0.0
Test_1234,0.0,0.15,0.85,0.0
Test_1235,0.84,0.03,0.06,0.07
Test_1236,0.2,0.07,0.03,0.7
Test_1237,0.0,0.06,0.94,0.0
Test_1238,0.0,0.01,0.99,0.0
Test_1239,0.33,0.04,0.02,0.62
Test_1240,0.0,0.09,0.91,0.0
Test_1241,0.1,0.02,0.01,0.87
Test_1242,0.18,0.06,0.02,0.74
Test_1243,0.0,0.0,1.0,0.0
Test_1244,0.23,0.04,0.01,0.72
Test_1245,0.08,0.02,0.01,0.89
Test_1246,0.15,0.08,0.05,0.72
Test_1247,0.0,0.0,1.0,0.0
Test_1248,0.0,0.0,1.0,0.0
Test_1249,0.0,0.05,0.95,0.0
Test_1250,0.37,0.1,0.07,0.46
Test_1251,0.22,0.03,0.01,0.74
Test_1252,0.0,0.12,0.88,0.0
Test_1253,0.27,0.07,0.03,0.64
Test_1254,0.39,0.06,0.16,0.39
Test_1255,0.39,0.04,0.03,0.54
Test_1256,0.0,0.0,1.0,0.0
Test_1257,0.37,0.05,0.03,0.55
Test_1258,0.37,0.04,0.02,0.57
Test_1259,0.42,0.1,0.04,0.44
Test_1260,0.57,0.05,0.14,0.24
Test_1261,0.0,0.01,0.99,0.0
Test_1262,0.21,0.14,0.06,0.58
Test_1263,0.0,0.03,0.97,0.0
Test_1264,0.63,0.04,0.03,0.3
Test_1265,0.14,0.02,0.01,0.84
Test_1266,0.0,0.15,0.84,0.0
Test_1267,0.25,0.08,0.04,0.63
Test_1268,0.07,0.11,0.78,0.04
Test_1269,0.0,0.01,0.99,0.0
Test_1270,0.0,0.02,0.98,0.0
Test_1271,0.18,0.06,0.03,0.73
Test_1272,0.02,0.09,0.88,0.01
Test_1273,0.45,0.06,0.08,0.41
Test_1274,0.49,0.03,0.03,0.46
Test_1275,0.0,0.09,0.9,0.0
Test_1276,0.22,0.05,0.02,0.71
Test_1277,0.0,0.0,1.0,0.0
Test_1278,0.35,0.02,0.02,0.6
Test_1279,0.23,0.03,0.01,0.73
Test_1280,0.0,0.02,0.98,0.0
Test_1281,0.0,0.06,0.94,0.0
Test_1282,0.59,0.03,0.03,0.35
Test_1283,0.0,0.02,0.98,0.0
Test_1284,0.24,0.14,0.05,0.57
Test_1285,0.53,0.1,0.24,0.12
Test_1286,0.24,0.11,0.04,0.61
Test_1287,0.6,0.04,0.08,0.28
Test_1288,0.37,0.08,0.07,0.49
Test_1289,0.43,0.02,0.02,0.52
Test_1290,0.23,0.16,0.09,0.53
Test_1291,0.34,0.07,0.02,0.57
Test_1292,0.0,0.02,0.98,0.0
Test_1293,0.13,0.15,0.61,0.11
Test_1294,0.43,0.13,0.06,0.38
Test_1295,0.0,0.03,0.97,0.0
Test_1296,0.49,0.05,0.05,0.42
Test_1297,0.18,0.11,0.04,0.67
Test_1298,0.0,0.06,0.94,0.0
Test_1299,0.0,0.0,1.0,0.0
Test_1300,0.0,0.01,0.99,0.0
Test_1301,0.0,0.01,0.99,0.0
Test_1302,0.15,0.09,0.05,0.71
Test_1303,0.0,0.27,0.73,0.0
Test_1304,0.0,0.02,0.98,0.0
Test_1305,0.4,0.08,0.5,0.02
Test_1306,0.2,0.12,0.05,0.63
Test_1307,0.0,0.0,1.0,0.0
Test_1308,0.19,0.07,0.04,0.71
Test_1309,0.3,0.07,0.04,0.59
Test_1310,0.28,0.06,0.05,0.6
Test_1311,0.21,0.08,0.03,0.68
Test_1312,0.31,0.02,0.01,0.66
Test_1313,0.07,0.26,0.59,0.09
Test_1314,0.1,0.22,0.59,0.09
Test_1315,0.39,0.05,0.04,0.53
Test_1316,0.4,0.03,0.01,0.55
Test_1317,0.5,0.13,0.09,0.28
Test_1318,0.79,0.05,0.08,0.09
Test_1319,0.0,0.09,0.91,0.0
Test_1320,0.17,0.04,0.01,0.78
Test_1321,0.04,0.26,0.67,0.03
Test_1322,0.78,0.02,0.04,0.16
Test_1323,0.0,0.0,1.0,0.0
Test_1324,0.43,0.13,0.05,0.39
Test_1325,0.25,0.07,0.02,0.66
Test_1326,0.22,0.03,0.01,0.73
Test_1327,0.0,0.08,0.92,0.0
Test_1328,0.6,0.06,0.2,0.14
Test_1329,0.0,0.04,0.96,0.0
Test_1330,0.37,0.06,0.05,0.52
Test_1331,0.0,0.05,0.95,0.0
Test_1332,0.16,0.12,0.05,0.67
Test_1333,0.28,0.09,0.05,0.58
Test_1334,0.24,0.04,0.02,0.7
Test_1335,0.0,0.0,1.0,0.0
Test_1336,0.0,0.38,0.61,0.0
Test_1337,0.33,0.07,0.57,0.02
Test_1338,0.0,0.04,0.96,0.0
Test_1339,0.28,0.09,0.03,0.6
Test_1340,0.48,0.04,0.02,0.46
Test_1341,0.01,0.09,0.9,0.0
Test_1342,0.01,0.23,0.75,0.01
Test_1343,0.16,0.04,0.01,0.79
Test_1344,0.13,0.2,0.61,0.06
Test_1345,0.02,0.11,0.87,0.0
Test_1346,0.62,0.07,0.11,0.2
Test_1347,0.24,0.11,0.04,0.61
Test_1348,0.07,0.2,0.64,0.09
Test_1349,0.0,0.04,0.96,0.0
Test_1350,0.33,0.07,0.03,0.56
Test_1351,0.0,0.02,0.98,0.0
Test_1352,0.0,0.05,0.95,0.0
Test_1353,0.39,0.06,0.02,0.53
Test_1354,0.28,0.13,0.07,0.51
Test_1355,0.53,0.07,0.03,0.37
Test_1356,0.18,0.03,0.01,0.78
Test_1357,0.0,0.0,1.0,0.0
Test_1358,0.25,0.11,0.04,0.6
Test_1359,0.73,0.04,0.07,0.16
Test_1360,0.07,0.24,0.67,0.02
Test_1361,0.0,0.0,1.0,0.0
Test_1362,0.0,0.01,0.99,0.0
Test_1363,0.01,0.19,0.8,0.0
Test_1364,0.0,0.01,0.99,0.0
Test_1365,0.61,0.03,0.04,0.32
Test_1366,0.26,0.03,0.02,0.68
Test_1367,0.0,0.05,0.95,0.0
Test_1368,0.0,0.07,0.93,0.0
Test_1369,0.57,0.03,0.03,0.38
Test_1370,0.0,0.08,0.92,0.0
Test_1371,0.25,0.07,0.02,0.66
Test_1372,0.34,0.07,0.04,0.54
Test_1373,0.26,0.04,0.02,0.68
Test_1374,0.0,0.0,1.0,0.0
Test_1375,0.49,0.08,0.11,0.31
Test_1376,0.21,0.05,0.02,0.73
Test_1377,0.01,0.12,0.87,0.0
Test_1378,0.6,0.08,0.28,0.05
Test_1379,0.0,0.02,0.98,0.0
Test_1380,0.11,0.16,0.72,0.01
Test_1381,0.51,0.09,0.05,0.36
Test_1382,0.0,0.03,0.97,0.0
Test_1383,0.08,0.04,0.01,0.87
Test_1384,0.26,0.08,0.03,0.63
Test_1385,0.13,0.04,0.02,0.81
Test_1386,0.2,0.14,0.64,0.02
Test_1387,0.19,0.05,0.02,0.73
Test_1388,0.0,0.0,1.0,0.0
Test_1389,0.05,0.27,0.5,0.17
Test_1390,0.47,0.16,0.29,0.09
Test_1391,0.0,0.01,0.99,0.0
Test_1392,0.0,0.02,0.98,0.0
Test_1393,0.0,0.05,0.95,0.0
Test_1394,0.24,0.08,0.07,0.61
Test_1395,0.0,0.13,0.87,0.0
Test_1396,0.0,0.12,0.88,0.0
Test_1397,0.0,0.07,0.93,0.0
Test_1398,0.0,0.02,0.98,0.0
Test_1399,0.0,0.0,1.0,0.0
Test_1400,0.27,0.13,0.05,0.54
Test_1401,0.3,0.08,0.03,0.59
Test_1402,0.37,0.06,0.04,0.53
Test_1403,0.0,0.02,0.98,0.0
Test_1404,0.0,0.02,0.98,0.0
Test_1405,0.0,0.01,0.99,0.0
Test_1406,0.0,0.01,0.99,0.0
Test_1407,0.15,0.09,0.03,0.73
Test_1408,0.47,0.04,0.04,0.45
Test_1409,0.41,0.15,0.36,0.07
Test_1410,0.0,0.19,0.81,0.0
Test_1411,0.16,0.12,0.11,0.61
Test_1412,0.42,0.11,0.06,0.42
Test_1413,0.23,0.05,0.02,0.7
Test_1414,0.0,0.01,0.99,0.0
Test_1415,0.41,0.19,0.17,0.23
Test_1416,0.51,0.05,0.15,0.28
Test_1417,0.16,0.07,0.02,0.74
Test_1418,0.55,0.04,0.05,0.35
Test_1419,0.0,0.01,0.99,0.0
Test_1420,0.18,0.26,0.37,0.19
Test_1421,0.22,0.07,0.02,0.69
Test_1422,0.0,0.04,0.96,0.0
Test_1423,0.0,0.05,0.95,0.0
Test_1424,0.31,0.1,0.03,0.56
Test_1425,0.01,0.15,0.83,0.01
Test_1426,0.13,0.06,0.8,0.01
Test_1427,0.18,0.07,0.03,0.72
Test_1428,0.35,0.15,0.05,0.45
Test_1429,0.2,0.15,0.06,0.59
Test_1430,0.17,0.05,0.02,0.76
Test_1431,0.31,0.06,0.02,0.61
Test_1432,0.0,0.19,0.81,0.0
Test_1433,0.0,0.0,1.0,0.0
Test_1434,0.0,0.3,0.7,0.0
Test_1435,0.18,0.11,0.04,0.66
Test_1436,0.0,0.02,0.98,0.0
Test_1437,0.01,0.07,0.91,0.0
Test_1438,0.0,0.02,0.98,0.0
Test_1439,0.54,0.03,0.02,0.41
Test_1440,0.04,0.37,0.45,0.15
Test_1441,0.0,0.05,0.95,0.0
Test_1442,0.29,0.11,0.1,0.49
Test_1443,0.16,0.04,0.01,0.78
Test_1444,0.0,0.0,1.0,0.0
Test_1445,0.23,0.02,0.01,0.74
Test_1446,0.44,0.09,0.06,0.4
Test_1447,0.28,0.06,0.03,0.63
Test_1448,0.38,0.03,0.01,0.59
Test_1449,0.0,0.08,0.92,0.0
Test_1450,0.74,0.04,0.05,0.17
Test_1451,0.25,0.1,0.03,0.63
Test_1452,0.2,0.07,0.03,0.69
Test_1453,0.01,0.1,0.89,0.0
Test_1454,0.45,0.02,0.02,0.51
Test_1455,0.23,0.17,0.08,0.52
Test_1456,0.16,0.02,0.82,0.0
Test_1457,0.03,0.08,0.89,0.0
Test_1458,0.11,0.12,0.08,0.69
Test_1459,0.0,0.02,0.98,0.0
Test_1460,0.0,0.0,1.0,0.0
Test_1461,0.0,0.01,0.99,0.0
Test_1462,0.01,0.15,0.84,0.0
Test_1463,0.01,0.12,0.87,0.0
Test_1464,0.0,0.02,0.98,0.0
Test_1465,0.0,0.18,0.82,0.0
Test_1466,0.39,0.06,0.15,0.4
Test_1467,0.39,0.03,0.03,0.54
Test_1468,0.21,0.19,0.09,0.52
Test_1469,0.34,0.08,0.05,0.53
Test_1470,0.09,0.13,0.05,0.73
Test_1471,0.0,0.03,0.96,0.0
Test_1472,0.0,0.01,0.99,0.0
Test_1473,0.7,0.04,0.02,0.25
Test_1474,0.01,0.19,0.79,0.01
Test_1475,0.0,0.03,0.97,0.0
Test_1476,0.21,0.1,0.04,0.66
Test_1477,0.16,0.14,0.05,0.65
Test_1478,0.0,0.0,1.0,0.0
Test_1479,0.18,0.08,0.03,0.71
Test_1480,0.0,0.01,0.99,0.0
Test_1481,0.2,0.03,0.01,0.76
Test_1482,0.29,0.14,0.14,0.43
Test_1483,0.16,0.05,0.02,0.77
Test_1484,0.4,0.16,0.18,0.26
Test_1485,0.51,0.03,0.02,0.44
Test_1486,0.0,0.01,0.99,0.0
Test_1487,0.0,0.02,0.98,0.0
Test_1488,0.0,0.0,1.0,0.0
Test_1489,0.0,0.08,0.92,0.0
Test_1490,0.26,0.12,0.06,0.55
Test_1491,0.01,0.16,0.82,0.0
Test_1492,0.0,0.0,1.0,0.0
Test_1493,0.39,0.19,0.22,0.21
Test_1494,0.73,0.06,0.14,0.07
Test_1495,0.63,0.03,0.03,0.31
Test_1496,0.23,0.13,0.06,0.58
Test_1497,0.48,0.06,0.05,0.41
Test_1498,0.22,0.06,0.02,0.7
Test_1499,0.01,0.06,0.93,0.0
Test_1500,0.47,0.11,0.07,0.36
Test_1501,0.53,0.12,0.09,0.27
Test_1502,0.18,0.03,0.01,0.78
Test_1503,0.76,0.03,0.03,0.18
Test_1504,0.0,0.02,0.98,0.0
Test_1505,0.0,0.17,0.83,0.0
Test_1506,0.22,0.24,0.11,0.43
Test_1507,0.22,0.07,0.03,0.68
Test_1508,0.07,0.07,0.85,0.01
Test_1509,0.33,0.18,0.12,0.37
Test_1510,0.0,0.18,0.82,0.0
Test_1511,0.13,0.06,0.02,0.79
Test_1512,0.01,0.21,0.77,0.01
Test_1513,0.0,0.18,0.81,0.0
Test_1514,0.0,0.02,0.98,0.0
Test_1515,0.0,0.02,0.98,0.0
Test_1516,0.27,0.05,0.02,0.66
Test_1517,0.0,0.03,0.97,0.0
Test_1518,0.14,0.02,0.01,0.83
Test_1519,0.27,0.11,0.04,0.58
Test_1520,0.23,0.09,0.05,0.63
Test_1521,0.46,0.03,0.01,0.5
Test_1522,0.0,0.22,0.78,0.0
Test_1523,0.16,0.03,0.01,0.8
Test_1524,0.69,0.05,0.08,0.18
Test_1525,0.72,0.03,0.19,0.05
Test_1526,0.3,0.09,0.04,0.57
Test_1527,0.07,0.08,0.85,0.0
Test_1528,0.21,0.12,0.04,0.63
Test_1529,0.0,0.01,0.99,0.0
Test_1530,0.47,0.09,0.05,0.39
Test_1531,0.0,0.01,0.99,0.0
Test_1532,0.62,0.05,0.08,0.25
Test_1533,0.0,0.06,0.94,0.0
Test_1534,0.39,0.08,0.05,0.48
Test_1535,0.0,0.09,0.91,0.0
Test_1536,0.01,0.13,0.86,0.0
Test_1537,0.17,0.03,0.01,0.79
Test_1538,0.0,0.01,0.99,0.0
Test_1539,0.0,0.0,1.0,0.0
Test_1540,0.19,0.07,0.08,0.66
Test_1541,0.72,0.04,0.02,0.22
Test_1542,0.31,0.03,0.01,0.65
Test_1543,0.0,0.0,1.0,0.0
Test_1544,0.4,0.04,0.05,0.51
Test_1545,0.13,0.07,0.02,0.78
Test_1546,0.15,0.19,0.57,0.09
Test_1547,0.44,0.03,0.04,0.49
Test_1548,0.58,0.08,0.15,0.18
Test_1549,0.38,0.09,0.08,0.45
Test_1550,0.29,0.09,0.04,0.59
Test_1551,0.16,0.04,0.01,0.78
Test_1552,0.25,0.12,0.08,0.55
Test_1553,0.41,0.09,0.04,0.46
Test_1554,0.0,0.0,1.0,0.0
Test_1555,0.1,0.34,0.32,0.24
Test_1556,0.0,0.0,1.0,0.0
Test_1557,0.47,0.03,0.02,0.49
Test_1558,0.06,0.03,0.91,0.0
Test_1559,0.0,0.02,0.98,0.0
Test_1560,0.22,0.12,0.05,0.61
Test_1561,0.21,0.17,0.55,0.07
Test_1562,0.0,0.12,0.88,0.0
Test_1563,0.0,0.01,0.99,0.0
Test_1564,0.0,0.05,0.95,0.0
Test_1565,0.0,0.31,0.69,0.0
Test_1566,0.19,0.1,0.04,0.67
Test_1567,0.0,0.01,0.99,0.0
Test_1568,0.0,0.17,0.82,0.0
Test_1569,0.0,0.05,0.95,0.0
Test_1570,0.19,0.08,0.05,0.68
Test_1571,0.0,0.03,0.97,0.0
Test_1572,0.0,0.02,0.98,0.0
Test_1573,0.0,0.07,0.93,0.0
Test_1574,0.14,0.24,0.57,0.05
Test_1575,0.0,0.0,1.0,0.0
Test_1576,0.33,0.04,0.05,0.58
Test_1577,0.0,0.01,0.99,0.0
Test_1578,0.0,0.05,0.95,0.0
Test_1579,0.41,0.15,0.24,0.21
Test_1580,0.52,0.04,0.06,0.39
Test_1581,0.24,0.15,0.06,0.55
Test_1582,0.0,0.0,1.0,0.0
Test_1583,0.0,0.0,1.0,0.0
Test_1584,0.24,0.03,0.02,0.71
Test_1585,0.0,0.07,0.93,0.0
Test_1586,0.02,0.08,0.9,0.0
Test_1587,0.0,0.1,0.9,0.0
Test_1588,0.7,0.06,0.12,0.12
Test_1589,0.0,0.0,1.0,0.0
Test_1590,0.0,0.14,0.86,0.0
Test_1591,0.19,0.1,0.03,0.68
Test_1592,0.27,0.03,0.01,0.68
Test_1593,0.19,0.09,0.04,0.67
Test_1594,0.28,0.11,0.1,0.52
Test_1595,0.09,0.07,0.84,0.01
Test_1596,0.26,0.12,0.1,0.53
Test_1597,0.0,0.03,0.97,0.0
Test_1598,0.22,0.08,0.03,0.67
Test_1599,0.0,0.04,0.96,0.0
Test_1600,0.48,0.07,0.04,0.42
Test_1601,0.33,0.13,0.07,0.47
Test_1602,0.35,0.09,0.04,0.52
Test_1603,0.0,0.01,0.99,0.0
Test_1604,0.0,0.02,0.98,0.0
Test_1605,0.72,0.03,0.09,0.16
Test_1606,0.0,0.09,0.91,0.0
Test_1607,0.22,0.04,0.01,0.73
Test_1608,0.0,0.02,0.98,0.0
Test_1609,0.01,0.1,0.89,0.0
Test_1610,0.28,0.06,0.04,0.63
Test_1611,0.27,0.07,0.02,0.64
Test_1612,0.0,0.2,0.8,0.0
Test_1613,0.03,0.36,0.58,0.02
Test_1614,0.0,0.19,0.81,0.0
Test_1615,0.16,0.06,0.02,0.76
Test_1616,0.0,0.03,0.97,0.0
Test_1617,0.0,0.08,0.92,0.0
Test_1618,0.34,0.04,0.02,0.6
Test_1619,0.18,0.04,0.02,0.76
Test_1620,0.0,0.02,0.98,0.0
Test_1621,0.14,0.12,0.04,0.7
Test_1622,0.21,0.07,0.03,0.7
Test_1623,0.59,0.02,0.02,0.37
Test_1624,0.22,0.06,0.03,0.7
Test_1625,0.0,0.04,0.96,0.0
Test_1626,0.0,0.07,0.93,0.0
Test_1627,0.0,0.12,0.88,0.0
Test_1628,0.0,0.01,0.99,0.0
Test_1629,0.31,0.18,0.09,0.41
Test_1630,0.17,0.11,0.04,0.68
Test_1631,0.0,0.04,0.96,0.0
Test_1632,0.2,0.15,0.55,0.1
Test_1633,0.0,0.01,0.99,0.0
Test_1634,0.0,0.03,0.97,0.0
Test_1635,0.0,0.13,0.87,0.0
Test_1636,0.0,0.08,0.92,0.0
Test_1637,0.05,0.06,0.88,0.01
Test_1638,0.64,0.04,0.13,0.19
Test_1639,0.7,0.08,0.08,0.14
Test_1640,0.59,0.06,0.04,0.3
Test_1641,0.15,0.03,0.01,0.82
Test_1642,0.68,0.02,0.04,0.27
Test_1643,0.31,0.06,0.62,0.01
Test_1644,0.0,0.0,1.0,0.0
Test_1645,0.0,0.0,1.0,0.0
Test_1646,0.0,0.0,1.0,0.0
Test_1647,0.29,0.17,0.11,0.43
Test_1648,0.0,0.01,0.99,0.0
Test_1649,0.0,0.01,0.99,0.0
Test_1650,0.0,0.02,0.98,0.0
Test_1651,0.58,0.03,0.05,0.35
Test_1652,0.0,0.01,0.99,0.0
Test_1653,0.0,0.14,0.85,0.01
Test_1654,0.0,0.11,0.89,0.0
Test_1655,0.19,0.05,0.02,0.74
Test_1656,0.31,0.19,0.26,0.24
Test_1657,0.18,0.15,0.6,0.07
Test_1658,0.0,0.06,0.94,0.0
Test_1659,0.0,0.04,0.96,0.0
Test_1660,0.12,0.04,0.01,0.82
Test_1661,0.02,0.1,0.88,0.01
Test_1662,0.2,0.04,0.01,0.75
Test_1663,0.0,0.07,0.93,0.0
Test_1664,0.16,0.12,0.04,0.68
Test_1665,0.01,0.35,0.62,0.01
Test_1666,0.0,0.0,1.0,0.0
Test_1667,0.25,0.06,0.03,0.66
Test_1668,0.33,0.08,0.06,0.53
Test_1669,0.0,0.01,0.99,0.0
Test_1670,0.84,0.04,0.05,0.07
Test_1671,0.0,0.07,0.93,0.0
Test_1672,0.59,0.05,0.03,0.33
Test_1673,0.22,0.07,0.04,0.67
Test_1674,0.18,0.12,0.04,0.67
Test_1675,0.75,0.03,0.12,0.1
Test_1676,0.42,0.05,0.03,0.5
Test_1677,0.69,0.1,0.12,0.09
Test_1678,0.0,0.49,0.51,0.0
Test_1679,0.18,0.08,0.03,0.71
Test_1680,0.31,0.06,0.02,0.61
Test_1681,0.78,0.04,0.14,0.05
Test_1682,0.0,0.01,0.99,0.0
Test_1683,0.0,0.13,0.87,0.0
Test_1684,0.31,0.07,0.03,0.6
Test_1685,0.25,0.13,0.05,0.56
Test_1686,0.23,0.03,0.02,0.72
Test_1687,0.08,0.29,0.43,0.19
Test_1688,0.0,0.0,1.0,0.0
Test_1689,0.47,0.09,0.05,0.39
Test_1690,0.56,0.06,0.08,0.3
Test_1691,0.32,0.06,0.03,0.59
Test_1692,0.01,0.11,0.88,0.0
Test_1693,0.16,0.07,0.02,0.74
Test_1694,0.0,0.0,1.0,0.0
Test_1695,0.0,0.01,0.99,0.0
Test_1696,0.44,0.04,0.06,0.47
Test_1697,0.0,0.03,0.97,0.0
Test_1698,0.05,0.21,0.68,0.06
Test_1699,0.25,0.07,0.03,0.65
Test_1700,0.7,0.03,0.1,0.18
Test_1701,0.0,0.05,0.95,0.0
Test_1702,0.0,0.18,0.81,0.0
Test_1703,0.04,0.16,0.78,0.02
Test_1704,0.79,0.02,0.07,0.13
Test_1705,0.0,0.15,0.85,0.0
Test_1706,0.38,0.13,0.05,0.44
Test_1707,0.02,0.07,0.91,0.0
Test_1708,0.01,0.47,0.51,0.02
Test_1709,0.0,0.01,0.99,0.0
Test_1710,0.0,0.04,0.96,0.0
Test_1711,0.34,0.15,0.12,0.39
Test_1712,0.0,0.01,0.99,0.0
Test_1713,0.0,0.05,0.95,0.0
Test_1714,0.88,0.03,0.05,0.05
Test_1715,0.37,0.05,0.03,0.54
Test_1716,0.14,0.07,0.02,0.77
Test_1717,0.19,0.08,0.03,0.71
Test_1718,0.2,0.07,0.03,0.69
Test_1719,0.0,0.02,0.98,0.0
Test_1720,0.0,0.03,0.97,0.0
Test_1721,0.0,0.12,0.88,0.0
Test_1722,0.0,0.01,0.99,0.0
Test_1723,0.73,0.01,0.01,0.25
Test_1724,0.0,0.08,0.92,0.0
Test_1725,0.0,0.0,1.0,0.0
Test_1726,0.79,0.06,0.08,0.07
Test_1727,0.67,0.08,0.05,0.19
Test_1728,0.12,0.28,0.15,0.44
Test_1729,0.0,0.07,0.92,0.0
Test_1730,0.32,0.14,0.08,0.46
Test_1731,0.0,0.08,0.92,0.0
Test_1732,0.0,0.04,0.96,0.0
Test_1733,0.68,0.03,0.15,0.14
Test_1734,0.0,0.02,0.98,0.0
Test_1735,0.0,0.03,0.97,0.0
Test_1736,0.0,0.15,0.85,0.0
Test_1737,0.21,0.05,0.02,0.72
Test_1738,0.19,0.07,0.03,0.71
Test_1739,0.05,0.17,0.76,0.02
Test_1740,0.0,0.0,1.0,0.0
Test_1741,0.39,0.06,0.02,0.53
Test_1742,0.0,0.04,0.96,0.0
Test_1743,0.09,0.22,0.62,0.08
Test_1744,0.0,0.0,1.0,0.0
Test_1745,0.0,0.03,0.97,0.0
Test_1746,0.0,0.19,0.81,0.0
Test_1747,0.22,0.06,0.02,0.7
Test_1748,0.02,0.16,0.82,0.0
Test_1749,0.0,0.09,0.91,0.0
Test_1750,0.17,0.03,0.01,0.79
Test_1751,0.46,0.04,0.05,0.45
Test_1752,0.2,0.04,0.02,0.75
Test_1753,0.32,0.07,0.03,0.58
Test_1754,0.24,0.07,0.03,0.66
Test_1755,0.0,0.14,0.86,0.0
Test_1756,0.0,0.17,0.83,0.0
Test_1757,0.2,0.11,0.04,0.64
Test_1758,0.53,0.05,0.06,0.37
Test_1759,0.26,0.03,0.02,0.68
Test_1760,0.0,0.07,0.93,0.0
Test_1761,0.32,0.07,0.03,0.58
Test_1762,0.28,0.13,0.08,0.51
Test_1763,0.0,0.03,0.97,0.0
Test_1764,0.0,0.03,0.97,0.0
Test_1765,0.22,0.18,0.07,0.53
Test_1766,0.58,0.12,0.16,0.14
Test_1767,0.0,0.09,0.9,0.0
Test_1768,0.0,0.11,0.89,0.0
Test_1769,0.74,0.02,0.03,0.21
Test_1770,0.21,0.05,0.01,0.73
Test_1771,0.0,0.0,1.0,0.0
Test_1772,0.0,0.02,0.98,0.0
Test_1773,0.12,0.27,0.17,0.44
Test_1774,0.67,0.04,0.03,0.25
Test_1775,0.12,0.16,0.65,0.07
Test_1776,0.14,0.04,0.01,0.8
Test_1777,0.0,0.01,0.99,0.0
Test_1778,0.24,0.12,0.05,0.59
Test_1779,0.0,0.02,0.98,0.0
Test_1780,0.4,0.14,0.26,0.2
Test_1781,0.0,0.33,0.66,0.0
Test_1782,0.0,0.04,0.96,0.0
Test_1783,0.01,0.3,0.68,0.01
Test_1784,0.0,0.1,0.89,0.01
Test_1785,0.32,0.12,0.06,0.5
Test_1786,0.48,0.06,0.03,0.43
Test_1787,0.19,0.05,0.01,0.75
Test_1788,0.41,0.05,0.07,0.47
Test_1789,0.54,0.03,0.03,0.41
Test_1790,0.36,0.03,0.02,0.59
Test_1791,0.32,0.08,0.03,0.57
Test_1792,0.0,0.05,0.95,0.0
Test_1793,0.0,0.12,0.88,0.0
Test_1794,0.0,0.0,1.0,0.0
Test_1795,0.17,0.04,0.02,0.78
Test_1796,0.0,0.05,0.95,0.0
Test_1797,0.19,0.2,0.53,0.09
Test_1798,0.32,0.11,0.04,0.52
Test_1799,0.24,0.12,0.04,0.59
Test_1800,0.72,0.04,0.09,0.14
Test_1801,0.26,0.17,0.07,0.5
Test_1802,0.0,0.08,0.92,0.0
Test_1803,0.01,0.06,0.94,0.0
Test_1804,0.0,0.16,0.84,0.0
Test_1805,0.2,0.1,0.05,0.65
Test_1806,0.15,0.12,0.04,0.69
Test_1807,0.46,0.04,0.03,0.48
Test_1808,0.44,0.05,0.06,0.45
Test_1809,0.22,0.04,0.02,0.72
Test_1810,0.01,0.17,0.81,0.01
Test_1811,0.82,0.03,0.06,0.09
Test_1812,0.0,0.03,0.97,0.0
Test_1813,0.18,0.07,0.03,0.73
Test_1814,0.0,0.08,0.92,0.0
Test_1815,0.0,0.03,0.97,0.0
Test_1816,0.0,0.17,0.83,0.0
Test_1817,0.36,0.05,0.04,0.55
Test_1818,0.0,0.11,0.89,0.0
Test_1819,0.45,0.02,0.02,0.51
Test_1820,0.66,0.08,0.04,0.22
